gene_symbol	group	tm_helix_count	protein_length	ecd_length_residues	has_signal_peptide	n_term_extracellular	c_term_extracellular	mouse_has_one2one	cyno_has_one2one	schweke_homomer	alt_iso_diff_topo	has_ec_surface_bind_site	has_concerning_paralog	cyno_ortholog_pct_id	mouse_ortholog_pct_id	homomer_stoichiometry	top_paralog_symbol	top_paralog_ecd_pct	n_ec_surface_bind_sites
SLC47A2	sonnet_dual_triage	13	602	73	0	0	1	0	1	0	1	0	1	91.2			SLC47A1	66.7	
SLC48A1	sonnet_dual_triage	4	146	16	0	0	0	0	1	0	1	0	0	99.3					
SLC49A3	sonnet_dual_triage	12	560	85	0	0	0	1	1	1	1	0	0	84.3	63.0	2.0	SLC49A4	21.1	
SLC49A4	sonnet_dual_triage	12	478	76	0	0	0	1	1	0	1	0	0	99.0	95.0		FLVCR2	28.3	
SLC4A1	sonnet_dual_triage	14	911	102	0	0	0	1	1	1	0	0	1	94.5	82.4	2.0	SLC4A3	57.6	
SLC4A10	sonnet_dual_triage	14	1118	131	0	0	0	1	1	0	1	0	1	97.0	95.0		SLC4A7	65.4	
SLC4A11	sonnet_dual_triage	14	875	144	0	0	0	1	1	1	1	0	0	96.8	84.0	2.0	SLC4A1	26.0	
SLC4A2	sonnet_dual_triage	14	1241	129	0	0	0	1	1	0	0	0	1	96.9	94.4		SLC4A1	55.1	
SLC4A3	sonnet_dual_triage	14	1232	138	0	0	0	1	1	0	0	0	1	98.4	95.5		SLC4A1	57.6	
SLC4A4	sonnet_dual_triage	14	1079	256	0	0	0	1	1	0	1	1	1	95.6	97.0		SLC4A5	52.7	1.0
SLC4A5	sonnet_dual_triage	14	1137	160	0	0	0	1	1	0	1	0	1	99.1	90.5		SLC4A4	52.7	
SLC4A7	sonnet_dual_triage	14	1214	141	0	0	0	1	1	0	1	1	1	99.3	84.9		SLC4A8	66.0	1.0
SLC4A8	sonnet_dual_triage	14	1093	146	0	0	0	1	1	0	1	1	1	99.6	96.0		SLC4A7	66.0	1.0
SLC4A9	sonnet_dual_triage	12	983	221	0	0	0	1	1	1	1	0	1	97.6	82.3	2.0	SLC4A5	46.6	
SLC50A1	sonnet_dual_triage	7	221	29	0	1	0	1	1	0	1	0	0	99.1	79.6				
SLC51A	sonnet_dual_triage	7	340	88	0	1	0	1	1	1	0	0	0	93.2	82.4	2.0	TMEM184C	23.1	
SLC51B	sonnet_dual_triage	1	128	39	0	1	0	1	1	0	0	0	0	95.3	63.3				
SLC52A1	sonnet_dual_triage	11	448	98	0	0	1	0	1	0	1	0	1	96.4			SLC52A2	90.4	
SLC52A2	sonnet_dual_triage	11	445	94	0	0	1	0	1	0	0	0	1	96.2			SLC52A1	90.4	
SLC52A3	sonnet_dual_triage	11	469	138	0	0	1	1	1	0	1	0	1	97.2	74.0		SLC52A2	45.2	
SLC5A1	sonnet_dual_triage	14	664	179	0	1	1	1	1	0	1	1	1	95.9	88.0		SLC5A4	69.1	1.0
SLC5A10	sonnet_dual_triage	14	596	167	0	1	1	1	1	0	1	0	1	98.0	88.6		SLC5A9	65.2	
SLC5A11	sonnet_dual_triage	14	675	189	0	1	1	1	1	0	1	0	1	97.3	86.2		SLC5A10	48.8	
SLC5A12	sonnet_dual_triage	13	618	157	0	1	0	1	1	0	1	0	1	93.7	85.6		SLC5A8	52.0	
SLC5A2	sonnet_dual_triage	14	672	178	0	1	1	1	1	0	1	0	1	97.6	90.6		SLC5A1	60.9	
SLC5A3	sonnet_dual_triage	14	718	164	0	1	1	1	0	0	0	0	1		93.9		SLC5A9	49.7	
SLC5A4	sonnet_dual_triage	14	659	180	0	1	1	1	1	0	0	0	1	95.3	78.8		SLC5A1	69.1	
SLC5A5	sonnet_dual_triage	13	643	170	0	1	0	1	1	0	0	0	1	97.7	81.0		SLC5A12	51.4	
SLC5A6	sonnet_dual_triage	13	635	177	0	1	0	1	1	0	0	0	0	95.3	82.5		SLC5A8	39.6	
SLC5A7	sonnet_dual_triage	13	580	140	0	1	0	1	1	0	0	0	0	98.6	92.9		SLC5A10	25.0	
SLC5A8	sonnet_dual_triage	13	610	167	0	1	0	1	1	0	0	0	1	97.9	86.6		SLC5A12	52.0	
SLC5A9	sonnet_dual_triage	14	681	179	0	1	1	1	1	0	0	0	1	96.3	85.5		SLC5A10	65.2	
SLC60A2	sonnet_dual_triage	12	518	94	0	0	0	0	1	1	0	0	0	89.6		2.0	SLC60A1	24.2	
SLC61A1	sonnet_dual_triage	13	450	63	0	1	0	1	1	0	0	0	0	99.3	96.2		SLC67A2	28.0	
SLC66A1	sonnet_dual_triage	7	291	94	0	1	0	1	1	0	1	0	0	80.8	86.3		TMEM44	31.8	
SLC67A1	sonnet_dual_triage	12	424	44	0	0	0	1	1	0	0	0	0	72.4	75.9				
SLC67A2	sonnet_dual_triage	12	474	53	0	0	0	1	1	0	0	0	0	93.0	72.4		SLC61A1	28.0	
SLC68A1	sonnet_dual_triage	12	517	89	0	0	0	1	1	0	0	0	0	97.7	89.2				
SLC6A1	sonnet_dual_triage	12	599	138	0	0	0	1	1	0	0	0	1	100.0	98.0		SLC6A11	55.3	
SLC6A11	sonnet_dual_triage	12	632	142	0	0	0	1	1	0	1	0	1	64.4	93.5		SLC6A13	72.7	
SLC6A12	sonnet_dual_triage	12	614	146	0	0	0	1	1	0	0	0	1	95.4	87.8		SLC6A13	70.6	
SLC6A13	sonnet_dual_triage	12	602	143	0	0	0	1	1	0	1	0	1	98.2	91.0		SLC6A11	72.7	
SLC6A14	sonnet_dual_triage	12	642	165	0	0	0	0	1	0	0	0	1	97.4			SLC6A6	42.0	
SLC6A15	sonnet_dual_triage	12	730	226	0	0	0	1	1	0	1	0	1	98.6	91.5		SLC6A17	64.4	
SLC6A16	sonnet_dual_triage	12	736	206	0	0	0	0	1	0	1	0	0	89.9			SLC6A18	32.4	
SLC6A18	sonnet_dual_triage	12	628	208	0	0	0	1	1	0	0	0	1	85.2	72.9		SLC6A19	49.3	
SLC6A19	sonnet_dual_triage	12	634	205	0	0	0	1	1	0	0	0	1	81.7	86.8		SLC6A18	49.3	
SLC6A2	sonnet_dual_triage	12	617	151	0	0	0	1	1	0	1	0	1	95.8	94.3		SLC6A3	61.4	
SLC6A20	sonnet_dual_triage	12	592	200	0	0	0	0	1	0	0	0	1	97.8			SLC6A15	43.1	
SLC6A3	sonnet_dual_triage	12	620	148	0	0	0	1	1	0	0	0	1	98.9	93.5		SLC6A2	61.4	
SLC6A4	sonnet_dual_triage	12	630	145	0	0	0	1	1	0	0	0	1	97.8	92.5		SLC6A3	47.9	
SLC6A5	sonnet_dual_triage	12	797	172	0	0	0	1	1	0	1	0	1	98.5	93.2		SLC6A7	50.3	
SLC6A6	sonnet_dual_triage	12	620	145	0	0	0	1	1	0	1	0	1	99.4	93.4		SLC6A13	69.7	
SLC6A7	sonnet_dual_triage	12	636	147	0	0	0	1	1	0	0	0	1	95.3	97.6		SLC6A9	51.8	
SLC6A8	sonnet_dual_triage	12	635	148	0	0	0	0	0	0	1	0	1				SLC6A11	64.3	
SLC6A9	sonnet_dual_triage	12	706	151	0	0	0	1	1	0	0	0	1	91.9	96.2		SLC6A7	51.8	
SLC71A1	sonnet_dual_triage	12	490	82	0	0	0	1	1	0	0	0	1	99.8	99.8		SLC71A2	65.3	
SLC71A2	sonnet_dual_triage	12	506	80	0	0	0	1	1	0	1	0	1	99.4	90.3		SLC71A1	65.3	
SLC7A1	sonnet_dual_triage	14	629	128	0	0	0	1	1	0	0	0	1	98.6	86.6		SLC7A3	50.0	
SLC7A10	sonnet_dual_triage	12	523	68	0	0	0	1	0	0	0	0	1		92.9		SLC7A8	64.7	
SLC7A11	sonnet_dual_triage	12	501	67	0	0	0	1	1	0	0	0	1	98.2	89.2		SLC7A8	46.9	
SLC7A13	sonnet_dual_triage	12	470	73	0	0	0	1	1	0	1	0	1	97.0	69.8		SLC7A6	43.8	
SLC7A2	sonnet_dual_triage	14	658	122	0	0	0	1	1	0	0	0	1	97.1	88.1		SLC7A1	47.9	
SLC7A3	sonnet_dual_triage	14	619	128	0	0	0	1	1	0	0	0	1	96.9	81.6		SLC7A1	50.0	
SLC7A4	sonnet_dual_triage	14	635	103	0	0	0	1	1	0	0	0	1	97.5	81.4		SLC7A1	42.7	
SLC7A5	sonnet_dual_triage	12	507	70	0	0	0	1	1	0	0	0	1	75.1	91.9		SLC7A8	48.5	
SLC7A6	sonnet_dual_triage	12	515	66	0	0	0	1	1	0	0	0	1	98.1	89.1		SLC7A7	62.1	
SLC7A7	sonnet_dual_triage	12	511	67	0	0	0	1	1	0	0	0	1	98.6	90.2		SLC7A6	62.1	
SLC7A8	sonnet_dual_triage	12	535	68	0	0	0	1	1	0	1	0	1	98.7	91.2		SLC7A10	64.7	
SLC7A9	sonnet_dual_triage	12	487	72	0	0	0	1	1	0	0	0	1	95.1	86.9		SLC7A11	44.8	
SLC8A1	sonnet_dual_triage	10	973	105	1	1	1	1	1	0	0	0	1	99.2	94.8		FRAS1	67.4	
SLC8A2	sonnet_dual_triage	12	921	112	1	1	1	1	1	0	0	0	1	99.8	94.5		FREM2	66.7	
SLC8A3	sonnet_dual_triage	10	927	100	1	1	1	1	1	0	1	0	1	97.4	95.0		FREM2	66.0	
SLC9A1	sonnet_dual_triage	12	815	172	0	0	0	1	0	1	1	1	1		92.9	2.0	SLC9A2	48.0	1.0
SLC9A2	sonnet_dual_triage	11	812	153	1	1	0	1	1	1	0	1	1	96.6	91.1	2.0	SLC9A4	63.8	1.0
SLC9A3	sonnet_dual_triage	11	834	134	1	1	0	1	1	1	1	0	1	82.3	83.3	2.0	SLC9A5	45.5	
SLC9A4	sonnet_dual_triage	11	798	152	1	1	0	1	1	1	0	0	1	97.0	83.3	2.0	SLC9A2	63.8	
SLC9A5	sonnet_dual_triage	11	896	148	1	1	0	1	1	1	0	0	1	98.8	95.3	2.0	SLC9A3	45.5	
SLC9B1	sonnet_dual_triage	14	515	92	0	0	0	1	1	1	1	0	1	91.7	65.6	2.0	SLC9B2	50.0	
SLC9C1	sonnet_dual_triage	17	1177	115	0	1	0	1	1	0	0	0	0	84.1	66.3		SLC9A6	26.3	
SLC9C2	sonnet_dual_triage	17	1124	120	0	1	0	1	1	0	0	0	0	89.8	68.2		SLC9A1	24.7	
SLCO1A2	sonnet_dual_triage	12	670	247	0	0	0	0	1	0	1	0	1	96.1			SLCO1C1	50.4	
SLCO1B1	sonnet_dual_triage	12	691	251	0	0	0	0	0	0	0	0	1				SLCO1B3	82.4	
SLCO1B3	sonnet_dual_triage	12	702	254	0	0	0	0	1	0	1	0	1	90.7			SLCO1B1	82.4	
SLCO1B3-SLCO1B7	sonnet_dual_triage	12	687	253	0	0	0	0	0	0	0	0	0						
SLCO1C1	sonnet_dual_triage	12	712	257	0	0	0	1	1	0	1	0	1	98.5	84.0		SLCO1A2	50.4	
SLCO2A1	sonnet_dual_triage	12	643	238	0	0	0	1	1	0	0	0	1	97.4	83.2		SLCO2B1	43.6	
SLCO2B1	sonnet_dual_triage	12	709	241	0	0	0	1	1	0	1	1	1	96.5	73.3		SLCO2A1	43.6	1.0
SLCO3A1	sonnet_dual_triage	12	710	233	0	0	0	1	1	0	1	0	1	69.7	97.9		SLCO4A1	42.0	
SLCO4A1	sonnet_dual_triage	12	722	225	0	0	0	1	1	0	1	0	1	92.2	75.5		SLCO4C1	45.4	
SLCO4C1	sonnet_dual_triage	12	724	221	0	0	0	1	1	0	0	0	1	94.3	81.2		SLCO4A1	45.4	
SLCO5A1	sonnet_dual_triage	12	848	260	0	0	0	1	1	0	1	1	1	98.0	88.6		SLCO4C1	40.7	1.0
SLCO6A1	sonnet_dual_triage	12	719	233	0	0	0	0	1	0	1	0	1	82.1			SLCO4C1	44.3	
SLITRK1	sonnet_dual_triage	1	696	604	1	1	0	1	1	0	0	1	1	95.0	97.6		SLITRK2	46.3	1.0
SLITRK2	sonnet_dual_triage	1	845	598	1	1	0	1	1	0	0	1	1	99.8	97.5		SLITRK5	57.2	3.0
SLITRK3	sonnet_dual_triage	1	977	627	1	1	0	1	1	0	0	1	1	99.6	96.4		SLITRK2	51.0	2.0
SLITRK4	sonnet_dual_triage	1	837	600	1	1	0	1	1	0	0	1	1	99.6	97.3		SLITRK5	53.5	2.0
SLITRK5	sonnet_dual_triage	1	958	626	1	1	0	1	1	0	0	1	1	90.4	96.9		SLITRK2	57.2	1.0
SLITRK6	sonnet_dual_triage	1	841	587	1	1	0	1	1	0	0	1	1	97.5	89.2		SLITRK4	48.9	1.0
SLURP2	sonnet_dual_triage	0	97	75	1	1	1	0	0	0	0	0	0						
SMAGP	sonnet_dual_triage	1	97	35	0	1	0	1	1	0	0	0	1	96.9	78.4		NECTIN2	51.4	
SMC3	sonnet_dual_triage	0	1217	0	0	0	0	1	1	0	0	0	0	99.9	99.9				
SMCO1	sonnet_dual_triage	0	214	0	0	0	0	1	1	0	0	0	0	87.4	75.7				
SMCO2	sonnet_dual_triage	1	343	42	0	0	1	0	1	0	0	0	1	89.2			TMCO5A	40.5	
SMCO3	sonnet_dual_triage	0	225	0	0	0	0	1	1	0	0	0	0	96.0	84.9				
SMCO4	sonnet_dual_triage	1	59	8	0	0	1	1	0	0	0	0	0		96.6				
SMIM1	sonnet_dual_triage	1	78	8	0	0	1	1	1	0	0	0	0	94.9	80.8				
SMIM10	sonnet_dual_triage	0	83	52	1	1	1	0	0	0	0	0	1				SMIM10L3	70.8	
SMIM10L2A	sonnet_dual_triage	0	78	0	0	0	0	0	0	0	0	0	0						
SMIM10L2B	sonnet_dual_triage	0	78	0	0	0	0	0	0	0	0	0	0						
SMIM10L3	sonnet_dual_triage	0	68	48	1	1	1	0	0	0	0	0	1				SMIM10	70.8	
SMIM17	sonnet_dual_triage	1	118	2	0	0	1	1	1	0	0	0	0	98.3	83.1				
SMIM18	sonnet_dual_triage	1	95	35	0	1	0	1	0	0	0	0	0		88.4				
SMIM21	sonnet_dual_triage	0	101	0	0	0	0	0	0	0	0	0	0						
SMIM23	sonnet_dual_triage	0	172	119	1	1	1	0	1	0	0	0	0	73.3					
SMIM24	sonnet_dual_triage	1	130	10	1	1	0	1	1	0	0	0	1	84.6	56.2		PDZK1IP1	40.0	
SMIM28	sonnet_dual_triage	1	152	51	0	1	0	0	0	0	0	0	0						
SMIM29	sonnet_dual_triage	1	102	17	0	1	0	1	0	0	1	0	0		96.1		C3orf18	29.4	
SMIM32	sonnet_dual_triage	1	103	53	0	1	0	1	0	0	0	0	0		93.2				
SMIM33	sonnet_dual_triage	1	132	42	0	1	0	1	0	0	0	0	0		59.8				
SMIM34	sonnet_dual_triage	1	139	48	0	1	0	1	1	0	0	0	0	95.7	56.8				
SMIM35	sonnet_dual_triage	1	85	9	0	1	0	1	1	0	0	0	0	97.6	88.2				
SMIM36	sonnet_dual_triage	1	93	13	0	1	0	0	0	0	0	0	0						
SMIM38	sonnet_dual_triage	1	51	13	0	1	0	1	0	0	0	0	0		66.7				
SMIM39	sonnet_dual_triage	1	56	3	0	0	1	1	0	0	0	0	0		92.9				
SMIM42	sonnet_dual_triage	1	70	25	0	1	0	0	0	0	0	0	0						
SMIM43	sonnet_dual_triage	0	63	31	1	1	1	1	0	0	0	0	0		92.1				
SMIM44	sonnet_dual_triage	1	149	35	0	1	0	1	0	0	0	0	0		67.1				
SMIM5	sonnet_dual_triage	1	77	31	0	1	0	1	1	0	0	0	0	97.4	77.9				
SMIM9	sonnet_dual_triage	1	99	46	1	1	0	0	0	0	0	0	0						
SMLR1	sonnet_dual_triage	2	107	14	0	0	0	0	1	0	0	0	0	86.9					
SMO	sonnet_dual_triage	7	787	296	1	1	0	1	1	0	0	0	0	79.4	93.0		FZD8	29.3	
SMPD1	sonnet_dual_triage	0	631	579	1	1	1	1	0	0	0	0	0		82.3		SMPDL3A	33.2	
SMPD3	sonnet_dual_triage	2	655	1	0	0	0	1	1	0	0	0	0	99.1	91.1				
SMPDL3A	sonnet_dual_triage	0	453	431	1	1	1	1	1	0	0	0	1	95.8	79.2		SMPDL3B	40.1	
SMPDL3B	sonnet_dual_triage	0	455	437	1	1	1	1	1	0	0	0	1	67.0	75.2		SMPDL3A	40.1	
SNCA	sonnet_dual_triage	0	140	0	0	0	0	1	1	0	0	0	0	75.7	95.0				
SND1	sonnet_dual_triage	0	910	0	0	0	0	1	1	0	0	0	0	99.6	97.4				
SNN	sonnet_dual_triage	1	88	11	0	1	0	1	1	0	0	0	0	100.0	97.7				
SNORC	sonnet_dual_triage	1	121	67	1	1	0	1	1	0	0	0	0	98.3	81.0				
SOD3	sonnet_dual_triage	0	240	222	1	1	1	1	1	1	0	0	0	94.6	65.8	2.0			
SOFU1	sonnet_dual_triage	0	122	94	1	1	1	0	0	0	0	0	0						
SORCS1	sonnet_dual_triage	1	1168	1069	1	1	0	1	1	0	0	1	1	75.8	90.9		SORCS3	67.8	5.0
SORCS2	sonnet_dual_triage	1	1159	1029	1	1	0	1	0	0	0	1	1		86.0		SORCS1	47.8	2.0
SORCS3	sonnet_dual_triage	1	1222	1092	1	1	0	1	1	0	0	1	1	98.6	92.4		SORCS1	67.8	6.0
SORL1	sonnet_dual_triage	1	2214	2110	1	1	0	1	1	0	0	1	0	93.6	93.2		SORT1	33.8	8.0
SORT1	sonnet_dual_triage	1	831	725	1	1	0	1	1	0	0	1	0	98.7	90.5		SORL1	33.8	3.0
SPA17	sonnet_dual_triage	0	151	0	0	0	0	1	1	1	0	0	0	87.4	71.5	2.0			
SPAAR	sonnet_dual_triage	1	90	17	0	1	0	1	0	0	0	0	0		65.3				
SPACA1	sonnet_dual_triage	1	294	188	1	1	0	1	1	0	0	1	0	91.2	70.4				1.0
SPACA3	sonnet_dual_triage	1	215	141	0	0	1	1	1	0	1	0	1	88.8	56.3		LYZ	50.8	
SPACA4	sonnet_dual_triage	0	124	105	1	1	1	1	1	0	0	1	0	91.1	66.1				1.0
SPACA5	sonnet_dual_triage	0	159	138	1	1	1	0	0	0	0	0	1				SPACA5B	100.0	
SPACA6	sonnet_dual_triage	1	324	268	1	1	0	1	1	0	1	0	0	96.3	63.6				
SPADH	sonnet_dual_triage	0	137	116	1	1	1	0	0	0	0	0	0						
SPAG11A	sonnet_dual_triage	0	123	98	1	1	1	0	0	0	0	0	1				SPAG11B	96.2	
SPAG11B	sonnet_dual_triage	0	103	78	1	1	1	0	0	0	0	0	1				SPAG11A	96.2	
SPAG8	sonnet_dual_triage	0	485	0	0	0	0	1	1	0	0	0	0	90.9	58.1				
SPAM1	sonnet_dual_triage	0	509	474	1	1	1	0	1	0	0	1	1	87.8			HYAL4	46.8	1.0
SPART	sonnet_dual_triage	0	666	0	0	0	0	1	1	0	0	0	0	98.3	86.2				
SPATA46	sonnet_dual_triage	0	261	0	0	0	0	1	1	0	0	0	0	93.1	62.8				
SPEM1	sonnet_dual_triage	1	309	28	0	1	0	1	1	0	0	0	0	90.0	68.0				
SPEM3	sonnet_dual_triage	1	1196	26	0	1	0	0	0	0	0	0	0						
SPESP1	sonnet_dual_triage	0	350	331	1	1	1	0	1	0	0	0	0	92.3					
SPINK13	sonnet_dual_triage	0	94	71	1	1	1	1	0	0	0	0	0		52.1		SPINK14	39.4	
SPINK14	sonnet_dual_triage	0	97	73	1	1	1	1	1	0	0	0	1	92.8	64.9		SPINK7	52.4	
SPINK2	sonnet_dual_triage	0	84	64	1	1	1	0	0	0	0	0	0				SPINK7	36.5	
SPINK4	sonnet_dual_triage	0	86	60	1	1	1	1	1	0	0	0	0	90.7	62.8				
SPINK5	sonnet_dual_triage	0	1064	1042	1	1	1	1	1	0	0	0	1	94.3	60.6		SPINK6	54.4	
SPINK6	sonnet_dual_triage	0	80	57	1	1	1	1	1	0	0	0	1	95.0	77.5		SPINK5	54.4	
SPINK7	sonnet_dual_triage	0	85	63	1	1	1	1	1	0	0	0	1	96.5	67.1		SPINK14	52.4	
SPINK8	sonnet_dual_triage	0	97	76	1	1	1	1	1	0	0	0	0	91.8	55.7		SPINK7	33.3	
SPINT1	sonnet_dual_triage	1	529	432	1	1	0	1	0	0	0	0	1		79.5		SPINT2	43.0	
SPINT2	sonnet_dual_triage	1	252	172	1	1	0	1	1	0	0	1	1	96.0	70.6		SPINT1	43.0	2.0
SPINT3	sonnet_dual_triage	0	89	65	1	1	1	0	1	0	0	0	0	86.5					
SPINT4	sonnet_dual_triage	0	99	75	1	1	1	0	1	0	0	0	1	90.9			WFIKKN2	50.7	
SPN	sonnet_dual_triage	1	400	236	1	1	0	1	1	0	0	0	0	89.5	50.5				
SPNS2	sonnet_dual_triage	12	549	83	0	0	0	1	0	0	0	0	1		96.0		SPNS1	45.8	
SPNS3	sonnet_dual_triage	12	512	83	0	0	0	1	1	0	1	0	1	94.5	79.3		SPNS1	43.9	
SPOCK1	sonnet_dual_triage	0	439	418	1	1	1	1	1	0	0	0	1	98.9	95.2		SPOCK3	53.7	
SPOCK3	sonnet_dual_triage	0	436	415	1	1	1	1	1	0	0	0	1	99.1	85.7		SPOCK1	53.7	
SPPL2B	sonnet_dual_triage	9	592	201	1	1	0	1	1	0	1	0	1	75.5	77.4		SPPL2C	51.2	
SPPL3	sonnet_dual_triage	9	384	77	0	1	0	1	1	0	1	0	0	98.2	100.0		SPPL2B	38.2	
SPRN	sonnet_dual_triage	0	151	127	1	1	1	1	1	0	0	0	0	96.0	78.8				
SRGN	sonnet_dual_triage	0	158	131	1	1	1	1	1	0	0	0	0	92.4	50.0				
SRPX2	sonnet_dual_triage	0	465	442	1	1	1	1	0	0	0	0	1		93.8		SRPX	46.8	
SSC4D	sonnet_dual_triage	0	575	528	1	1	1	1	1	0	0	0	1	97.4	87.7		DMBT1	56.4	
SSC5D	sonnet_dual_triage	0	1573	1557	1	1	1	1	1	0	0	0	1	80.5	64.3		LGALS3BP	58.0	
SSPN	sonnet_dual_triage	4	243	56	0	0	0	1	1	0	1	0	0	97.9	75.3				
SSTR1	sonnet_dual_triage	7	391	106	0	1	0	1	1	1	0	0	1	100.0	98.7	2.0	SSTR4	42.1	
SSTR2	sonnet_dual_triage	7	369	98	0	1	0	1	1	0	0	0	0	91.1	93.8		SSTR3	37.9	
SSTR3	sonnet_dual_triage	7	418	96	0	1	0	1	0	0	0	0	1		85.4		SSTR5	44.4	
SSTR4	sonnet_dual_triage	7	388	95	0	1	0	1	1	0	0	0	1	93.8	88.4		SSTR1	42.1	
SSTR5	sonnet_dual_triage	7	364	90	0	1	0	1	1	0	0	0	1	54.4	79.9		SSTR3	44.4	
ST14	sonnet_dual_triage	1	855	778	0	0	1	1	1	0	0	0	1	96.4	81.9		TMPRSS11E	42.8	
ST3GAL1	sonnet_dual_triage	1	340	314	0	0	1	1	1	0	0	0	1	98.2	81.5		ST3GAL2	51.6	
ST6GAL1	sonnet_dual_triage	1	406	380	0	0	1	1	1	0	1	0	1	97.5	79.6		ST6GAL2	45.3	
STAB1	sonnet_dual_triage	1	2570	2450	1	1	0	1	1	0	1	1	1	96.6	81.8		STAB2	42.6	23.0
STAB2	sonnet_dual_triage	1	2551	2439	1	1	0	1	1	0	0	1	1	95.3	78.3		STAB1	42.6	12.0
STEAP1	sonnet_dual_triage	6	339	76	0	0	0	0	0	1	0	0	1			3.0	STEAP1B	98.2	
STEAP1B	sonnet_dual_triage	5	245	57	0	0	1	0	0	1	0	0	1			2.0	STEAP1	98.2	
STEAP2	sonnet_dual_triage	6	490	73	0	0	0	1	1	1	1	0	1	99.0	96.5	3.0	STEAP1B	59.6	
STEAP3	sonnet_dual_triage	6	488	73	0	0	0	1	1	1	1	0	1	97.6	85.1	3.0	STEAP2	54.8	
STEAP4	sonnet_dual_triage	6	459	72	0	0	0	1	1	1	1	0	0	97.4	82.4	3.0	STEAP3	34.3	
STIM1	sonnet_dual_triage	1	685	191	1	1	0	1	1	1	0	1	0	99.6	92.5	2.0	STIM2	0.0	1.0
STIM2	sonnet_dual_triage	2	746	1	0	0	0	1	1	1	0	0	0	98.8	93.6	2.0	STIM1	0.0	
STIP1	sonnet_dual_triage	0	543	0	0	0	0	1	1	0	0	0	0	91.5	96.9				
STOM	sonnet_dual_triage	2	288	1	0	0	0	1	1	1	1	0	0	99.0	86.1	2.0	STOML3	0.0	
STOML3	sonnet_dual_triage	2	291	1	0	0	0	1	1	1	0	0	1	97.3	91.4	2.0	NPHS2	100.0	
STRA6	sonnet_dual_triage	9	667	170	0	1	0	1	1	1	1	0	0	95.4	74.1	2.0			
STRC	sonnet_dual_triage	0	1775	1754	1	1	1	1	1	0	0	0	0	97.1	87.4		MSLN	37.0	
STS	sonnet_dual_triage	2	583	512	1	1	1	0	1	0	0	0	1	96.7			ARSL	57.0	
STUM	sonnet_dual_triage	4	141	2	0	0	0	1	1	0	0	0	0	93.6	89.4				
STYK1	sonnet_dual_triage	1	422	26	0	1	0	1	1	0	0	0	0	93.6	78.0				
SUCNR1	sonnet_dual_triage	7	334	93	0	1	0	1	1	1	0	0	0	92.2	68.3	2.0	OXGR1	34.1	
SULF1	sonnet_dual_triage	0	871	849	1	1	1	1	1	0	0	0	1	97.0	93.0		SULF2	67.7	
SULF2	sonnet_dual_triage	0	870	846	1	1	1	1	1	0	0	0	1	99.2	94.3		SULF1	67.7	
SUN5	sonnet_dual_triage	1	379	261	0	0	1	1	1	1	0	0	1	93.7	72.6	3.0	SPAG4	100.0	
SUSD1	sonnet_dual_triage	1	747	695	1	1	0	1	1	0	1	1	0	91.2	74.0				7.0
SUSD2	sonnet_dual_triage	1	822	759	1	1	0	1	1	0	0	1	0	84.9	76.2		MUC4	34.5	1.0
SUSD3	sonnet_dual_triage	1	255	105	0	1	0	1	1	0	1	1	1	74.5	64.3		CSMD2	65.7	1.0
SUSD4	sonnet_dual_triage	1	490	274	1	1	0	1	1	0	1	1	1	95.9	91.2		CSMD1	54.0	2.0
SUSD5	sonnet_dual_triage	1	629	539	1	1	0	1	1	0	0	1	0	90.0	68.4				1.0
SUSD6	sonnet_dual_triage	1	303	81	1	1	0	1	1	0	0	0	1	98.3	89.1		CSMD3	66.7	
SVEP1	sonnet_dual_triage	0	3571	3552	1	1	1	1	1	0	0	0	1	94.0	81.8		SUSD6	63.0	
SVOPL	sonnet_dual_triage	12	492	75	0	0	0	1	1	0	1	0	1	97.2	91.9		SLC22A17	42.6	
SYCP1	sonnet_dual_triage	0	976	0	0	0	0	1	1	0	0	0	0	96.8	74.3				
SYNDIG1	sonnet_dual_triage	3	258	12	0	0	1	1	1	0	0	0	1	82.6	93.0		SYNDIG1L	58.3	
SYT15	sonnet_dual_triage	1	421	5	0	1	0	0	0	0	1	0	1				SYT9	80.0	
SYT7	sonnet_dual_triage	1	403	16	0	1	0	1	1	0	0	0	1	87.8	98.0		SYT5	50.0	
SYT8	sonnet_dual_triage	1	387	35	0	1	0	1	1	0	0	0	1	89.1	75.2		SYT13	50.0	
TAAR2	sonnet_dual_triage	7	351	98	0	1	0	1	1	0	0	0	1	83.2	84.3		TAAR1	47.4	
TAAR5	sonnet_dual_triage	7	337	87	0	1	0	1	1	0	0	0	1	97.6	86.6		TAAR9	41.9	
TAAR6	sonnet_dual_triage	7	345	88	0	1	0	0	1	0	0	0	1	94.8			TAAR8	74.7	
TAAR8	sonnet_dual_triage	7	342	87	0	1	0	0	0	0	0	0	1				TAAR6	74.7	
TAAR9	sonnet_dual_triage	7	348	90	0	1	0	1	0	0	0	0	1		86.8		TAAR8	64.4	
TACR1	sonnet_dual_triage	7	407	82	0	1	0	1	1	0	0	0	1	99.5	94.6		TACR3	47.6	
TACR2	sonnet_dual_triage	7	398	92	0	1	0	1	1	0	0	0	1	95.0	82.4		TACR3	43.5	
TACR3	sonnet_dual_triage	7	465	139	0	1	0	1	1	0	0	0	1	97.8	85.8		TACR1	47.6	
